,0,1
121,/workspace/datasets/noise_dataset/images/real_estate_18957.jpeg,-0.3158
122,/workspace/datasets/noise_dataset/images/real_estate_18958.jpeg,-1.9872
123,/workspace/datasets/noise_dataset/images/real_estate_18959.jpeg,1.6186
124,/workspace/datasets/noise_dataset/images/real_estate_18960.jpeg,0.0787
125,/workspace/datasets/noise_dataset/images/real_estate_18961.jpeg,-1.7691
126,/workspace/datasets/noise_dataset/images/real_estate_18962.jpeg,1.7271
127,/workspace/datasets/noise_dataset/images/real_estate_18963.jpeg,-0.4998
128,/workspace/datasets/noise_dataset/images/real_estate_18964.jpeg,-2.052
129,/workspace/datasets/noise_dataset/images/real_estate_18965.jpeg,1.3297
130,/workspace/datasets/noise_dataset/images/real_estate_18966.jpeg,-0.3473
131,/workspace/datasets/noise_dataset/images/real_estate_18967.jpeg,-1.9217
132,/workspace/datasets/noise_dataset/images/real_estate_18968.jpeg,1.4541
133,/workspace/datasets/noise_dataset/images/real_estate_18969.jpeg,-0.3072
134,/workspace/datasets/noise_dataset/images/real_estate_18970.jpeg,-1.8129
135,/workspace/datasets/noise_dataset/images/real_estate_18971.jpeg,1.416
136,/workspace/datasets/noise_dataset/images/real_estate_18972.jpeg,0.3971
137,/workspace/datasets/noise_dataset/images/real_estate_18973.jpeg,1.2319
138,/workspace/datasets/noise_dataset/images/real_estate_18974.jpeg,-0.4173
139,/workspace/datasets/noise_dataset/images/real_estate_18975.jpeg,2.2101
140,/workspace/datasets/noise_dataset/images/real_estate_18976.jpeg,-0.1301
141,/workspace/datasets/noise_dataset/images/real_estate_18977.jpeg,-1.8521
142,/workspace/datasets/noise_dataset/images/real_estate_18978.jpeg,1.5875
143,/workspace/datasets/noise_dataset/images/real_estate_18979.jpeg,0.4548
144,/workspace/datasets/noise_dataset/images/real_estate_18980.jpeg,-1.4562
145,/workspace/datasets/noise_dataset/images/real_estate_18981.jpeg,2.0705
146,/workspace/datasets/noise_dataset/images/real_estate_18982.jpeg,0.3627
147,/workspace/datasets/noise_dataset/images/real_estate_18983.jpeg,-1.3532
148,/workspace/datasets/noise_dataset/images/real_estate_18984.jpeg,1.7363
149,/workspace/datasets/noise_dataset/images/real_estate_18985.jpeg,0.0532
150,/workspace/datasets/noise_dataset/images/real_estate_18986.jpeg,-1.7287
151,/workspace/datasets/noise_dataset/images/real_estate_18987.jpeg,1.8127
152,/workspace/datasets/noise_dataset/images/real_estate_18988.jpeg,0.0375
153,/workspace/datasets/noise_dataset/images/real_estate_18989.jpeg,-1.8132
154,/workspace/datasets/noise_dataset/images/real_estate_18990.jpeg,1.8143
155,/workspace/datasets/noise_dataset/images/real_estate_18991.jpeg,0.1475
156,/workspace/datasets/noise_dataset/images/real_estate_18992.jpeg,-1.4714
157,/workspace/datasets/noise_dataset/images/real_estate_18993.jpeg,1.7395
158,/workspace/datasets/noise_dataset/images/real_estate_18994.jpeg,0.2557
159,/workspace/datasets/noise_dataset/images/real_estate_18995.jpeg,-1.4948
160,/workspace/datasets/noise_dataset/images/real_estate_18996.jpeg,1.9221
161,/workspace/datasets/noise_dataset/images/real_estate_18997.jpeg,0.0218
162,/workspace/datasets/noise_dataset/images/real_estate_18998.jpeg,-1.6576
163,/workspace/datasets/noise_dataset/images/real_estate_18999.jpeg,1.4172
164,/workspace/datasets/noise_dataset/images/real_estate_19000.jpeg,0.9434
165,/workspace/datasets/noise_dataset/images/real_estate_19001.jpeg,-1.0506
166,/workspace/datasets/noise_dataset/images/real_estate_19002.jpeg,2.296
167,/workspace/datasets/noise_dataset/images/real_estate_19003.jpeg,0.6497
168,/workspace/datasets/noise_dataset/images/real_estate_19004.jpeg,-1.055
169,/workspace/datasets/noise_dataset/images/real_estate_19005.jpeg,1.9553
170,/workspace/datasets/noise_dataset/images/real_estate_19006.jpeg,0.2945
171,/workspace/datasets/noise_dataset/images/real_estate_19007.jpeg,-1.6179
172,/workspace/datasets/noise_dataset/images/real_estate_19008.jpeg,1.9812
173,/workspace/datasets/noise_dataset/images/real_estate_19009.jpeg,0.0939
174,/workspace/datasets/noise_dataset/images/real_estate_19010.jpeg,-1.7291
175,/workspace/datasets/noise_dataset/images/real_estate_19011.jpeg,1.7678
176,/workspace/datasets/noise_dataset/images/real_estate_19012.jpeg,0.3697
177,/workspace/datasets/noise_dataset/images/real_estate_19013.jpeg,-1.5664
178,/workspace/datasets/noise_dataset/images/real_estate_19014.jpeg,2.1
179,/workspace/datasets/noise_dataset/images/real_estate_19015.jpeg,-0.3995
180,/workspace/datasets/noise_dataset/images/real_estate_19016.jpeg,-2.0182
181,/workspace/datasets/noise_dataset/images/real_estate_19017.jpeg,1.57
182,/workspace/datasets/noise_dataset/images/real_estate_19018.jpeg,0.2519
183,/workspace/datasets/noise_dataset/images/real_estate_19019.jpeg,-1.589
184,/workspace/datasets/noise_dataset/images/real_estate_19020.jpeg,1.9823
185,/workspace/datasets/noise_dataset/images/real_estate_19021.jpeg,-0.4476
186,/workspace/datasets/noise_dataset/images/real_estate_19022.jpeg,-2.0296
187,/workspace/datasets/noise_dataset/images/real_estate_19023.jpeg,1.385
188,/workspace/datasets/noise_dataset/images/real_estate_19024.jpeg,1.0009
189,/workspace/datasets/noise_dataset/images/real_estate_19025.jpeg,-0.9538
190,/workspace/datasets/noise_dataset/images/real_estate_19026.jpeg,2.34
191,/workspace/datasets/noise_dataset/images/real_estate_19027.jpeg,0.6899
192,/workspace/datasets/noise_dataset/images/real_estate_19028.jpeg,-1.2042
193,/workspace/datasets/noise_dataset/images/real_estate_19029.jpeg,2.1651
194,/workspace/datasets/noise_dataset/images/real_estate_19030.jpeg,0.091
195,/workspace/datasets/noise_dataset/images/real_estate_19031.jpeg,-1.6561
196,/workspace/datasets/noise_dataset/images/real_estate_19032.jpeg,1.6495
197,/workspace/datasets/noise_dataset/images/real_estate_15387.jpeg,0.3421
198,/workspace/datasets/noise_dataset/images/real_estate_15388.jpeg,0.3404
199,/workspace/datasets/noise_dataset/images/real_estate_15389.jpeg,0.7978
200,/workspace/datasets/noise_dataset/images/real_estate_15390.jpeg,0.7981
201,/workspace/datasets/noise_dataset/images/real_estate_15391.jpeg,1.1501
202,/workspace/datasets/noise_dataset/images/real_estate_15392.jpeg,1.1503
203,/workspace/datasets/noise_dataset/images/real_estate_15393.jpeg,0.9583
204,/workspace/datasets/noise_dataset/images/real_estate_15394.jpeg,0.9586
205,/workspace/datasets/noise_dataset/images/real_estate_15395.jpeg,0.4601
206,/workspace/datasets/noise_dataset/images/real_estate_15396.jpeg,0.4599
207,/workspace/datasets/noise_dataset/images/real_estate_15397.jpeg,0.7373
208,/workspace/datasets/noise_dataset/images/real_estate_15398.jpeg,0.7373
209,/workspace/datasets/noise_dataset/images/real_estate_15399.jpeg,0.8296
210,/workspace/datasets/noise_dataset/images/real_estate_15400.jpeg,0.8298
211,/workspace/datasets/noise_dataset/images/real_estate_15401.jpeg,1.2991
212,/workspace/datasets/noise_dataset/images/real_estate_15402.jpeg,1.2984
213,/workspace/datasets/noise_dataset/images/real_estate_15403.jpeg,1.0573
214,/workspace/datasets/noise_dataset/images/real_estate_15404.jpeg,1.0573
215,/workspace/datasets/noise_dataset/images/real_estate_15405.jpeg,1.3546
216,/workspace/datasets/noise_dataset/images/real_estate_15406.jpeg,1.3546
217,/workspace/datasets/noise_dataset/images/real_estate_15407.jpeg,1.0613
218,/workspace/datasets/noise_dataset/images/real_estate_15408.jpeg,1.0614
219,/workspace/datasets/noise_dataset/images/real_estate_15409.jpeg,1.0003
220,/workspace/datasets/noise_dataset/images/real_estate_15410.jpeg,1.0001
221,/workspace/datasets/noise_dataset/images/real_estate_15411.jpeg,1.1461
222,/workspace/datasets/noise_dataset/images/real_estate_15412.jpeg,1.1463
223,/workspace/datasets/noise_dataset/images/real_estate_15413.jpeg,1.6843
224,/workspace/datasets/noise_dataset/images/real_estate_15414.jpeg,1.6841
225,/workspace/datasets/noise_dataset/images/real_estate_15415.jpeg,1.4636
226,/workspace/datasets/noise_dataset/images/real_estate_15416.jpeg,1.4636
227,/workspace/datasets/noise_dataset/images/real_estate_15417.jpeg,1.6345
228,/workspace/datasets/noise_dataset/images/real_estate_15418.jpeg,1.6345
229,/workspace/datasets/noise_dataset/images/real_estate_15419.jpeg,1.7281
230,/workspace/datasets/noise_dataset/images/real_estate_15420.jpeg,1.7282
231,/workspace/datasets/noise_dataset/images/real_estate_15421.jpeg,2.3266
232,/workspace/datasets/noise_dataset/images/real_estate_15422.jpeg,2.3265
233,/workspace/datasets/noise_dataset/images/real_estate_15423.jpeg,1.5561
234,/workspace/datasets/noise_dataset/images/real_estate_15424.jpeg,1.5564
235,/workspace/datasets/noise_dataset/images/real_estate_15425.jpeg,1.2716
236,/workspace/datasets/noise_dataset/images/real_estate_15426.jpeg,1.2714
237,/workspace/datasets/noise_dataset/images/real_estate_15427.jpeg,1.4207
238,/workspace/datasets/noise_dataset/images/real_estate_15428.jpeg,1.421
239,/workspace/datasets/noise_dataset/images/real_estate_15429.jpeg,1.4835
240,/workspace/datasets/noise_dataset/images/real_estate_15430.jpeg,1.4838
241,/workspace/datasets/noise_dataset/images/real_estate_15431.jpeg,1.1729
242,/workspace/datasets/noise_dataset/images/real_estate_15432.jpeg,1.1729
243,/workspace/datasets/noise_dataset/images/real_estate_15433.jpeg,1.088
244,/workspace/datasets/noise_dataset/images/real_estate_15434.jpeg,1.0881
245,/workspace/datasets/noise_dataset/images/real_estate_15435.jpeg,1.1529
246,/workspace/datasets/noise_dataset/images/real_estate_15436.jpeg,1.1533
247,/workspace/datasets/noise_dataset/images/real_estate_15437.jpeg,1.1011
248,/workspace/datasets/noise_dataset/images/real_estate_15438.jpeg,1.1014
249,/workspace/datasets/noise_dataset/images/real_estate_15439.jpeg,2.1018
250,/workspace/datasets/noise_dataset/images/real_estate_15440.jpeg,2.1017
251,/workspace/datasets/noise_dataset/images/real_estate_15441.jpeg,1.848
252,/workspace/datasets/noise_dataset/images/real_estate_15442.jpeg,1.848
253,/workspace/datasets/noise_dataset/images/real_estate_15443.jpeg,1.455
254,/workspace/datasets/noise_dataset/images/real_estate_15444.jpeg,1.4553
255,/workspace/datasets/noise_dataset/images/real_estate_16177.jpeg,0.5769
256,/workspace/datasets/noise_dataset/images/real_estate_16178.jpeg,0.5785
257,/workspace/datasets/noise_dataset/images/real_estate_16179.jpeg,-0.2761
258,/workspace/datasets/noise_dataset/images/real_estate_16180.jpeg,-0.2761
259,/workspace/datasets/noise_dataset/images/real_estate_16181.jpeg,0.0827
260,/workspace/datasets/noise_dataset/images/real_estate_16182.jpeg,0.0828
261,/workspace/datasets/noise_dataset/images/real_estate_16183.jpeg,0.0378
262,/workspace/datasets/noise_dataset/images/real_estate_16184.jpeg,0.0381
263,/workspace/datasets/noise_dataset/images/real_estate_16185.jpeg,0.2767
264,/workspace/datasets/noise_dataset/images/real_estate_16186.jpeg,0.2742
265,/workspace/datasets/noise_dataset/images/real_estate_16187.jpeg,-0.0474
266,/workspace/datasets/noise_dataset/images/real_estate_16188.jpeg,-0.0498
267,/workspace/datasets/noise_dataset/images/real_estate_16189.jpeg,0.4236
268,/workspace/datasets/noise_dataset/images/real_estate_16190.jpeg,0.4247
269,/workspace/datasets/noise_dataset/images/real_estate_16191.jpeg,0.1637
270,/workspace/datasets/noise_dataset/images/real_estate_16192.jpeg,0.1638
271,/workspace/datasets/noise_dataset/images/real_estate_16193.jpeg,0.1816
272,/workspace/datasets/noise_dataset/images/real_estate_16194.jpeg,0.1819
273,/workspace/datasets/noise_dataset/images/real_estate_16195.jpeg,-0.1019
274,/workspace/datasets/noise_dataset/images/real_estate_16196.jpeg,-0.1017
275,/workspace/datasets/noise_dataset/images/real_estate_16197.jpeg,-0.1846
276,/workspace/datasets/noise_dataset/images/real_estate_16198.jpeg,-0.1845
277,/workspace/datasets/noise_dataset/images/real_estate_16199.jpeg,0.1953
278,/workspace/datasets/noise_dataset/images/real_estate_16200.jpeg,0.1956
279,/workspace/datasets/noise_dataset/images/real_estate_16201.jpeg,0.0451
280,/workspace/datasets/noise_dataset/images/real_estate_16202.jpeg,0.0455
281,/workspace/datasets/noise_dataset/images/real_estate_16203.jpeg,0.2542
282,/workspace/datasets/noise_dataset/images/real_estate_16204.jpeg,0.2543
283,/workspace/datasets/noise_dataset/images/real_estate_16205.jpeg,-0.0943
284,/workspace/datasets/noise_dataset/images/real_estate_16206.jpeg,-0.0941
285,/workspace/datasets/noise_dataset/images/real_estate_16207.jpeg,-0.0927
286,/workspace/datasets/noise_dataset/images/real_estate_16208.jpeg,-0.0924
287,/workspace/datasets/noise_dataset/images/real_estate_16209.jpeg,0.8384
288,/workspace/datasets/noise_dataset/images/real_estate_16210.jpeg,0.8385
289,/workspace/datasets/noise_dataset/images/real_estate_16211.jpeg,0.3664
290,/workspace/datasets/noise_dataset/images/real_estate_16212.jpeg,0.3665
291,/workspace/datasets/noise_dataset/images/real_estate_16213.jpeg,0.1271
292,/workspace/datasets/noise_dataset/images/real_estate_16214.jpeg,0.1272
293,/workspace/datasets/noise_dataset/images/real_estate_16215.jpeg,0.2353
294,/workspace/datasets/noise_dataset/images/real_estate_16216.jpeg,0.2357
295,/workspace/datasets/noise_dataset/images/food_01936.jpeg,0.5504
296,/workspace/datasets/noise_dataset/images/food_01937.jpeg,0.1676
297,/workspace/datasets/noise_dataset/images/food_01938.jpeg,0.4768
298,/workspace/datasets/noise_dataset/images/food_01939.jpeg,0.1033
299,/workspace/datasets/noise_dataset/images/food_01940.jpeg,0.5779
300,/workspace/datasets/noise_dataset/images/food_01941.jpeg,0.1933
301,/workspace/datasets/noise_dataset/images/real_estate_03951.jpeg,0.6822
302,/workspace/datasets/noise_dataset/images/real_estate_03952.jpeg,0.4577
303,/workspace/datasets/noise_dataset/images/real_estate_03953.jpeg,0.5717
304,/workspace/datasets/noise_dataset/images/real_estate_03954.jpeg,0.3959
305,/workspace/datasets/noise_dataset/images/real_estate_03955.jpeg,0.8211
306,/workspace/datasets/noise_dataset/images/real_estate_03956.jpeg,0.6091
307,/workspace/datasets/noise_dataset/images/real_estate_03957.jpeg,0.9241
308,/workspace/datasets/noise_dataset/images/real_estate_03958.jpeg,0.4265
309,/workspace/datasets/noise_dataset/images/real_estate_03959.jpeg,0.4442
310,/workspace/datasets/noise_dataset/images/real_estate_03960.jpeg,0.0021
311,/workspace/datasets/noise_dataset/images/real_estate_03961.jpeg,-0.4316
312,/workspace/datasets/noise_dataset/images/real_estate_03962.jpeg,-0.0097
313,/workspace/datasets/noise_dataset/images/real_estate_03963.jpeg,-0.5459
314,/workspace/datasets/noise_dataset/images/real_estate_03964.jpeg,-0.4286
315,/workspace/datasets/noise_dataset/images/real_estate_03965.jpeg,-0.6558
316,/workspace/datasets/noise_dataset/images/real_estate_03966.jpeg,-0.2447
317,/workspace/datasets/noise_dataset/images/real_estate_03967.jpeg,-0.036
318,/workspace/datasets/noise_dataset/images/real_estate_03968.jpeg,-0.6469
319,/workspace/datasets/noise_dataset/images/real_estate_20249.jpeg,0.3552
320,/workspace/datasets/noise_dataset/images/real_estate_20250.jpeg,1.2645
321,/workspace/datasets/noise_dataset/images/real_estate_20251.jpeg,1.4915
322,/workspace/datasets/noise_dataset/images/real_estate_20252.jpeg,0.4864
323,/workspace/datasets/noise_dataset/images/real_estate_20253.jpeg,-0.5182
324,/workspace/datasets/noise_dataset/images/real_estate_20254.jpeg,-0.0353
325,/workspace/datasets/noise_dataset/images/real_estate_20255.jpeg,0.7881
326,/workspace/datasets/noise_dataset/images/real_estate_20256.jpeg,0.8996
327,/workspace/datasets/noise_dataset/images/real_estate_15235.jpeg,0.9246
328,/workspace/datasets/noise_dataset/images/real_estate_15236.jpeg,0.8339
329,/workspace/datasets/noise_dataset/images/real_estate_15237.jpeg,0.9935
330,/workspace/datasets/noise_dataset/images/real_estate_15238.jpeg,0.9544
331,/workspace/datasets/noise_dataset/images/real_estate_15239.jpeg,0.691
332,/workspace/datasets/noise_dataset/images/real_estate_15240.jpeg,0.8551
333,/workspace/datasets/noise_dataset/images/real_estate_15241.jpeg,0.7117
334,/workspace/datasets/noise_dataset/images/real_estate_15242.jpeg,1.0618
335,/workspace/datasets/noise_dataset/images/real_estate_15243.jpeg,0.6219
336,/workspace/datasets/noise_dataset/images/real_estate_15244.jpeg,0.9558
337,/workspace/datasets/noise_dataset/images/real_estate_15245.jpeg,1.2537
338,/workspace/datasets/noise_dataset/images/real_estate_15246.jpeg,0.9345
339,/workspace/datasets/noise_dataset/images/real_estate_15247.jpeg,0.2419
340,/workspace/datasets/noise_dataset/images/real_estate_15248.jpeg,0.3364
341,/workspace/datasets/noise_dataset/images/real_estate_15249.jpeg,0.7314
342,/workspace/datasets/noise_dataset/images/real_estate_15250.jpeg,0.9023
343,/workspace/datasets/noise_dataset/images/real_estate_15251.jpeg,1.2788
344,/workspace/datasets/noise_dataset/images/real_estate_15252.jpeg,1.4277
345,/workspace/datasets/noise_dataset/images/real_estate_15253.jpeg,1.2655
346,/workspace/datasets/noise_dataset/images/real_estate_15254.jpeg,1.549
347,/workspace/datasets/noise_dataset/images/real_estate_15255.jpeg,1.0965
348,/workspace/datasets/noise_dataset/images/real_estate_15256.jpeg,1.2093
349,/workspace/datasets/noise_dataset/images/real_estate_15257.jpeg,1.1926
350,/workspace/datasets/noise_dataset/images/real_estate_15258.jpeg,1.5131
351,/workspace/datasets/noise_dataset/images/real_estate_15259.jpeg,1.3268
352,/workspace/datasets/noise_dataset/images/real_estate_15260.jpeg,1.086
353,/workspace/datasets/noise_dataset/images/real_estate_15261.jpeg,1.3033
354,/workspace/datasets/noise_dataset/images/real_estate_15262.jpeg,1.6183
355,/workspace/datasets/noise_dataset/images/real_estate_15263.jpeg,0.4818
356,/workspace/datasets/noise_dataset/images/real_estate_15264.jpeg,0.9574
357,/workspace/datasets/noise_dataset/images/real_estate_15265.jpeg,0.8274
358,/workspace/datasets/noise_dataset/images/real_estate_15266.jpeg,0.1159
359,/workspace/datasets/noise_dataset/images/real_estate_15267.jpeg,1.2817
360,/workspace/datasets/noise_dataset/images/real_estate_15268.jpeg,0.9649
361,/workspace/datasets/noise_dataset/images/food_02616.jpeg,-0.1777
362,/workspace/datasets/noise_dataset/images/food_02617.jpeg,-0.246
363,/workspace/datasets/noise_dataset/images/food_02618.jpeg,-0.3415
364,/workspace/datasets/noise_dataset/images/food_02619.jpeg,-0.3935
365,/workspace/datasets/noise_dataset/images/real_estate_08492.jpeg,1.1648
366,/workspace/datasets/noise_dataset/images/real_estate_08493.jpeg,1.5562
